northing,easting,down,roll,pitch,yaw
5735894.015204,620124.669499,-108.50865,0.009749,-0.003997,2.634874
5735893.894961,620124.736445,-108.505872,0.00995,-0.003584,2.634234
5735893.77483,620124.803389,-108.503151,0.010255,-0.003143,2.633626
5735893.654925,620124.870465,-108.500469,0.010492,-0.002904,2.63305
5735893.534906,620124.937474,-108.497836,0.010767,-0.002618,2.632473
5735893.415112,620125.004548,-108.495354,0.01091,-0.002505,2.63192
5735893.295427,620125.071549,-108.493127,0.011001,-0.002555,2.631363
5735893.175743,620125.138551,-108.491018,0.010927,-0.002687,2.630812
5735893.056171,620125.205619,-108.488983,0.010876,-0.002864,2.630213
5735892.936599,620125.272687,-108.486911,0.010794,-0.00304,2.629602
5735892.817251,620125.339819,-108.484736,0.010765,-0.00313,2.628993
5735892.697905,620125.40702,-108.48249,0.010633,-0.003094,2.628378
5735892.57856,620125.47429,-108.480201,0.01045,-0.003055,2.627747
5735892.45944,620125.541623,-108.477954,0.010169,-0.002953,2.627101
5735892.340321,620125.609026,-108.4758,0.009855,-0.002862,2.6265
5735892.221428,620125.676561,-108.473776,0.0095,-0.002814,2.625905
5735892.102538,620125.744234,-108.471804,0.009045,-0.00278,2.625335
5735891.983759,620125.811905,-108.469887,0.008572,-0.00281,2.624769
5735891.865208,620125.879777,-108.468045,0.008129,-0.002891,2.624233
5735891.746657,620125.947649,-108.466347,0.007808,-0.00309,2.623687
5735891.628218,620126.015588,-108.464784,0.007324,-0.003347,2.623122
5735891.50978,620126.083527,-108.463248,0.006839,-0.003661,2.622528
5735891.391342,620126.151465,-108.461571,0.006342,-0.003972,2.621886
5735891.272903,620126.219404,-108.459726,0.006121,-0.004153,2.621194
5735891.154465,620126.287343,-108.457761,0.006109,-0.004283,2.620477
5735891.036138,620126.355279,-108.455659,0.006374,-0.00438,2.619762
5735890.917699,620126.423217,-108.453449,0.006603,-0.004438,2.619054
5735890.799374,620126.491222,-108.451127,0.006797,-0.004447,2.618345
5735890.681159,620126.559225,-108.448718,0.006798,-0.004418,2.617649
5735890.562948,620126.627365,-108.446306,0.006904,-0.00435,2.616995
5735890.444739,620126.695575,-108.443919,0.007084,-0.00428,2.616357
5735890.326755,620126.763917,-108.441586,0.007065,-0.004284,2.615764
5735890.208775,620126.832397,-108.439287,0.006931,-0.004301,2.615218
5735890.090906,620126.900874,-108.437087,0.006659,-0.004443,2.614645
5735889.973042,620126.969559,-108.434985,0.006258,-0.00467,2.614083
5735889.855289,620127.038241,-108.432975,0.005782,-0.004996,2.613501
5735889.737652,620127.107127,-108.43088,0.005597,-0.00527,2.612879
5735889.619904,620127.176016,-108.428769,0.005561,-0.005627,2.612233
5735889.502378,620127.244899,-108.426573,0.005709,-0.005871,2.611572
5735889.344923,620127.365762,-108.430833,0.005672,-0.005918,2.610904
5735889.227291,620127.434856,-108.428436,0.00559,-0.005881,2.610206
5735889.109774,620127.504084,-108.425911,0.005382,-0.005738,2.609513
5735888.992256,620127.573313,-108.423334,0.004966,-0.005546,2.608819
5735888.874853,620127.642677,-108.420799,0.00463,-0.00527,2.60811
5735888.757452,620127.71211,-108.418374,0.00452,-0.005128,2.607409
5735888.640164,620127.781609,-108.415868,0.004701,-0.004869,2.606722
5735888.522988,620127.851175,-108.413315,0.004697,-0.004485,2.606078
5735888.405814,620127.92081,-108.410727,0.004641,-0.004096,2.605425
5735888.28864,620127.990445,-108.408239,0.004474,-0.003727,2.604718
5735888.171466,620128.060079,-108.4058,0.004331,-0.003363,2.604009
5735888.054294,620128.129783,-108.403467,0.004237,-0.003086,2.603274
5735887.937235,620128.199553,-108.401061,0.004066,-0.002849,2.60255
5735887.820177,620128.269392,-108.39865,0.003922,-0.002647,2.601809
5735887.703121,620128.3393,-108.396108,0.003673,-0.002426,2.601076
5735887.586292,620128.40941,-108.393459,0.003553,-0.00216,2.600414
5735887.469463,620128.47952,-108.390753,0.003422,-0.002005,2.599721
5735887.352641,620128.549906,-108.387918,0.003442,-0.001743,2.59908
5735887.236043,620128.620356,-108.385099,0.003533,-0.00159,2.598452
5735887.119446,620128.690874,-108.382459,0.003244,-0.001473,2.597852
5735887.002961,620128.76139,-108.380134,0.002924,-0.001517,2.597249
5735886.886478,620128.831975,-108.37792,0.002466,-0.001475,2.59659
5735886.770108,620128.902696,-108.375688,0.002282,-0.001426,2.59596
5735886.653852,620128.973482,-108.373491,0.00228,-0.001362,2.595346
5735886.537486,620129.044341,-108.371332,0.002287,-0.00131,2.594688
5735886.421343,620129.115194,-108.369211,0.0023,-0.001222,2.593983
5735886.305088,620129.18605,-108.367225,0.002215,-0.001177,2.593282
5735886.188945,620129.256903,-108.365393,0.001988,-0.001132,2.592569
5735886.0728,620129.327687,-108.363806,0.001513,-0.001152,2.591805
5735885.95666,620129.398678,-108.362158,0.001001,-0.001113,2.591065
5735885.840629,620129.469597,-108.360576,0.000591,-0.001137,2.590314
5735885.724605,620129.540793,-108.358921,0.000283,-0.001165,2.589588
5735885.608694,620129.612055,-108.357246,0.00036,-0.001185,2.588879
5735885.492896,620129.683383,-108.355426,0.000462,-0.00118,2.588171
5735885.377101,620129.754849,-108.353567,0.000777,-0.001189,2.587526
5735885.261419,620129.826381,-108.351576,0.000963,-0.001164,2.586872
5735885.145739,620129.897983,-108.349537,0.001248,-0.001154,2.586206
5735885.030171,620129.969651,-108.34742,0.001543,-0.001199,2.58557
5735884.91449,620130.041253,-108.345246,0.001524,-0.001191,2.58494
5735884.798923,620130.11292,-108.343044,0.00136,-0.001204,2.584288
5735884.683468,620130.184655,-108.34096,0.00105,-0.001199,2.583622
5735884.568015,620130.256458,-108.338971,0.000867,-0.001338,2.582952
5735884.452675,620130.328328,-108.337042,0.000937,-0.001418,2.582292
5735884.33734,620130.400404,-108.335145,0.00119,-0.001641,2.581632
5735884.222117,620130.472547,-108.333169,0.00146,-0.001727,2.58099
5735884.106895,620130.544691,-108.331279,0.001914,-0.002011,2.580345
5735883.991785,620130.6169,-108.329493,0.001959,-0.002232,2.579739
5735883.876679,620130.689247,-108.327885,0.001929,-0.002675,2.579166
5735883.761684,620130.761592,-108.326257,0.00155,-0.003065,2.578577
5735883.64669,620130.834006,-108.324574,0.001033,-0.003373,2.57805
5735883.497489,620130.951012,-108.328497,0.000566,-0.003623,2.577546
5735883.382726,620131.023766,-108.326608,0.000229,-0.003764,2.57703
5735883.267967,620131.096657,-108.324702,-9.2E-05,-0.003867,2.576524
5735883.153209,620131.169618,-108.322714,-0.000247,-0.003974,2.576007
5735883.038562,620131.242576,-108.320681,-0.000397,-0.004001,2.575431
5735882.923804,620131.315536,-108.318617,-0.000325,-0.004091,2.574835
5735882.809159,620131.388563,-108.316514,-0.000201,-0.004115,2.5742
5735882.694401,620131.461524,-108.314351,-3E-05,-0.004169,2.573568
5735882.579755,620131.534482,-108.31218,0.000233,-0.004261,2.572888
5735882.465108,620131.60744,-108.310073,0.000435,-0.004396,2.572206
5735882.350352,620131.680469,-108.30805,0.000641,-0.004646,2.571574
5735882.235709,620131.753565,-108.30602,0.000769,-0.004889,2.570954
5735882.121177,620131.826659,-108.303893,0.000745,-0.005132,2.570328
5735882.006648,620131.89989,-108.301595,0.000941,-0.005247,2.569718
5735881.892121,620131.97319,-108.299179,0.001251,-0.00523,2.569134
5735881.777708,620132.046626,-108.296599,0.001604,-0.0052,2.568585
5735881.663408,620132.120128,-108.29394,0.002016,-0.005066,2.568024
5735881.548999,620132.193702,-108.291221,0.002225,-0.005024,2.567443
5735881.434701,620132.267273,-108.288549,0.002438,-0.004981,2.566889
5735881.320404,620132.340913,-108.285956,0.002483,-0.004974,2.566302
5735881.20622,620132.414619,-108.283542,0.00251,-0.005048,2.565707
5735881.092038,620132.488395,-108.281197,0.002469,-0.005125,2.565121
5735880.977969,620132.562237,-108.278829,0.002389,-0.005146,2.564512
5735880.863903,620132.636216,-108.276392,0.002417,-0.00515,2.56392
5735880.749952,620132.710332,-108.273942,0.002417,-0.005152,2.563349
5735880.636113,620132.784513,-108.271538,0.002415,-0.005141,2.562766
5735880.522165,620132.858766,-108.269095,0.002474,-0.005109,2.562176
5735880.408443,620132.933152,-108.266617,0.002555,-0.005017,2.561611
5735880.294721,620133.007538,-108.264065,0.002816,-0.004912,2.561038
5735880.181002,620133.082062,-108.261467,0.003262,-0.00474,2.560499
5735880.067395,620133.156652,-108.258797,0.003719,-0.004592,2.559961
5735879.953678,620133.231245,-108.256087,0.004092,-0.004411,2.559429
5735879.840072,620133.305836,-108.253363,0.004316,-0.004273,2.558859
5735879.726353,620133.38036,-108.250821,0.00441,-0.004239,2.558238
5735879.612746,620133.45495,-108.248442,0.004551,-0.004341,2.557634
5735879.499027,620133.529474,-108.246097,0.004706,-0.00443,2.556997
5735879.385423,620133.604133,-108.243642,0.004965,-0.004513,2.556355
5735879.271818,620133.678792,-108.241088,0.005147,-0.004487,2.555737
5735879.158217,620133.75359,-108.238475,0.005166,-0.004511,2.555112
5735879.044727,620133.828385,-108.235883,0.005298,-0.004445,2.554467
5735878.931242,620133.903386,-108.233339,0.005497,-0.004462,2.55386
5735878.817982,620133.978521,-108.230809,0.005648,-0.004361,2.553315
5735878.704725,620134.053724,-108.228281,0.005738,-0.004315,2.552787
5735878.591581,620134.129063,-108.225736,0.005556,-0.00417,2.552244
5735878.47844,620134.204471,-108.223158,0.005382,-0.00405,2.551738
5735878.365413,620134.280014,-108.220626,0.005137,-0.00391,2.551216
5735878.252497,620134.355555,-108.218158,0.004703,-0.003745,2.5507
5735878.139584,620134.431233,-108.215751,0.004553,-0.003603,2.550138
5735878.02667,620134.506843,-108.213454,0.004358,-0.00357,2.549513
5735877.913757,620134.582521,-108.211246,0.00458,-0.003589,2.548886
5735877.767922,620134.70069,-108.214743,0.004698,-0.003751,2.548249
5735877.655013,620134.776507,-108.212628,0.005015,-0.003885,2.547591
5735877.542103,620134.852324,-108.210507,0.005328,-0.004178,2.546943
5735877.429196,620134.928209,-108.208304,0.005544,-0.004371,2.546326
5735877.31629,620135.004164,-108.206035,0.005823,-0.004621,2.545705
5735877.203493,620135.080047,-108.203691,0.006004,-0.004825,2.545067
5735877.0907,620135.156068,-108.201233,0.006264,-0.004881,2.544456
5735876.977909,620135.232158,-108.198735,0.006516,-0.004932,2.543852
5735876.865119,620135.308317,-108.196135,0.006759,-0.004891,2.543257
5735876.752442,620135.384542,-108.193522,0.006871,-0.004934,2.542684
5735876.639879,620135.460903,-108.191004,0.006809,-0.005,2.542132
5735876.527317,620135.537263,-108.188571,0.006634,-0.005095,2.54151
5735876.414869,620135.61376,-108.186065,0.006445,-0.005079,2.540929
5735876.302422,620135.690325,-108.183589,0.006212,-0.005083,2.540365
5735876.190202,620135.767022,-108.181187,0.0058,-0.005057,2.539797
5735876.077872,620135.843792,-108.178961,0.005271,-0.005127,2.539234
5735875.965767,620135.920694,-108.176788,0.00459,-0.005216,2.538703
5735875.853666,620135.997734,-108.174586,0.004049,-0.005268,2.538199
5735875.74179,620136.074907,-108.172324,0.003704,-0.005287,2.537696
5735875.629807,620136.152221,-108.170059,0.003632,-0.005386,2.537215
5735875.517935,620136.229532,-108.167637,0.00384,-0.005415,2.536734
5735875.406064,620136.306912,-108.165001,0.004187,-0.005294,2.536194
5735875.294192,620136.384223,-108.16226,0.004658,-0.005241,2.535643
5735875.182207,620136.461467,-108.15954,0.005213,-0.005206,2.535085
5735875.070109,620136.538646,-108.156883,0.005498,-0.005317,2.534474
5735874.958123,620136.615821,-108.154211,0.00566,-0.005432,2.53386
5735874.846021,620136.692861,-108.151589,0.005617,-0.005543,2.533232
5735874.733922,620136.769971,-108.148952,0.005574,-0.005571,2.532565
5735874.621824,620136.847149,-108.146235,0.005535,-0.005477,2.531925
5735874.509841,620136.924463,-108.143385,0.005477,-0.005406,2.531303
5735874.39797,620137.001843,-108.140508,0.005614,-0.00526,2.530702
5735874.286216,620137.079427,-108.137753,0.005696,-0.005246,2.53014
5735874.174576,620137.157147,-108.135177,0.005728,-0.005271,2.529634
5735874.062938,620137.234935,-108.132671,0.005686,-0.005361,2.529153
5735873.951527,620137.312926,-108.130213,0.005704,-0.005445,2.528663
5735873.840118,620137.390985,-108.127796,0.005539,-0.005637,2.528244
5735873.728823,620137.46918,-108.125398,0.005439,-0.005766,2.527825
5735873.61753,620137.547444,-108.122935,0.005336,-0.005891,2.527375
5735873.506237,620137.625708,-108.120449,0.005304,-0.005939,2.526928
5735873.394945,620137.704041,-108.11792,0.005327,-0.005971,2.52645
5735873.283765,620137.782371,-108.115327,0.005505,-0.005891,2.525901
5735873.172472,620137.860635,-108.112678,0.005973,-0.005774,2.525315
5735873.061179,620137.938899,-108.109965,0.006354,-0.005618,2.524706
5735872.949886,620138.017162,-108.107104,0.006622,-0.005399,2.524093
5735872.838482,620138.095429,-108.104186,0.006761,-0.005185,2.523455
5735872.727189,620138.173693,-108.101293,0.006672,-0.005059,2.522838
5735872.615897,620138.252026,-108.098615,0.006577,-0.005047,2.522286
5735872.504831,620138.330491,-108.096148,0.006326,-0.005114,2.52173
5735872.393658,620138.409098,-108.093741,0.006145,-0.005245,2.521229
5735872.28271,620138.487837,-108.091276,0.005869,-0.005356,2.52073
5735872.141645,620138.605409,-108.093996,0.005473,-0.005389,2.52027
5735872.030815,620138.684421,-108.09129,0.005029,-0.005245,2.51982
5735871.920097,620138.7635,-108.088511,0.004358,-0.005043,2.51934
5735871.809383,620138.842717,-108.085739,0.003762,-0.004838,2.518878
5735871.698671,620138.922002,-108.082876,0.003078,-0.004572,2.518392
5735871.58807,620139.001285,-108.080014,0.002539,-0.004308,2.517849
5735871.477471,620139.080638,-108.077173,0.002131,-0.004056,2.517305
5735871.366871,620139.15999,-108.074419,0.001726,-0.003827,2.516786
5735871.256272,620139.239342,-108.071738,0.001385,-0.003598,2.516249
5735871.145785,620139.31876,-108.069143,0.001297,-0.003412,2.515701
5735871.0353,620139.398248,-108.066681,0.001297,-0.003274,2.515184
5735870.924817,620139.477804,-108.064312,0.001394,-0.003253,2.514707
5735870.814332,620139.557292,-108.061992,0.001543,-0.003215,2.51424
5735870.703847,620139.636779,-108.05961,0.001548,-0.003265,2.513756
5735870.593252,620139.716338,-108.057155,0.001518,-0.003308,2.513298
5735870.482768,620139.795826,-108.054671,0.001242,-0.003448,2.512833
5735870.372284,620139.875382,-108.052136,0.000862,-0.003604,2.512364
5735870.261801,620139.954939,-108.049611,0.000506,-0.003732,2.511884
5735870.151321,620140.034634,-108.047054,8.7E-05,-0.003903,2.511408
5735870.041067,620140.114461,-108.04445,-0.000253,-0.003969,2.510959
5735869.930814,620140.194357,-108.041994,-0.000563,-0.004093,2.510492
5735869.820674,620140.27432,-108.039666,-0.000735,-0.004225,2.510035
5735869.710651,620140.354487,-108.03741,-0.000977,-0.004326,2.509654
5735869.60074,620140.43472,-108.035111,-0.001392,-0.004371,2.509288
5735869.490831,620140.515022,-108.032791,-0.001815,-0.00442,2.508923
5735869.381036,620140.59546,-108.03044,-0.002171,-0.004445,2.508597
5735869.271243,620140.675967,-108.028123,-0.002625,-0.004503,2.508329
5735869.161563,620140.75654,-108.025875,-0.002974,-0.004587,2.508061
5735869.051881,620140.837044,-108.023713,-0.00335,-0.004698,2.507771
5735868.942312,620140.917615,-108.021603,-0.003563,-0.004842,2.507516
5735868.832634,620140.998257,-108.019418,-0.00383,-0.004899,2.50727
5735868.722839,620141.078694,-108.017158,-0.004012,-0.004951,2.506951
5735868.613045,620141.159132,-108.014816,-0.004257,-0.004994,2.506583
5735868.503248,620141.239501,-108.012405,-0.004536,-0.005008,2.506174
5735868.393341,620141.319872,-108.009726,-0.004743,-0.004944,2.505713
5735868.283432,620141.400175,-108.006883,-0.004842,-0.004776,2.505204
5735868.173523,620141.480477,-108.003921,-0.004787,-0.004576,2.504684
5735868.063615,620141.560849,-108.000972,-0.004562,-0.004331,2.504155
5735867.953821,620141.641286,-107.998017,-0.00411,-0.004125,2.503628
5735867.844029,620141.721862,-107.995139,-0.003581,-0.004008,2.503141
5735867.734349,620141.802435,-107.992324,-0.002972,-0.003945,2.502653
5735867.624671,620141.883077,-107.989613,-0.00247,-0.003981,2.502191
5735867.515104,620141.963717,-107.986972,-0.001905,-0.004014,2.501749
5735867.40554,620142.044494,-107.984352,-0.00141,-0.004047,2.501322
5735867.295976,620142.125272,-107.981719,-0.00106,-0.004108,2.500911
5735867.186412,620142.206049,-107.979038,-0.001041,-0.004145,2.500501
5735867.076962,620142.286962,-107.976323,-0.001248,-0.004204,2.500098
5735866.967513,620142.367875,-107.973664,-0.00158,-0.004246,2.499698
5735866.858176,620142.448855,-107.971167,-0.001898,-0.004478,2.499318
5735866.748843,620142.529972,-107.968752,-0.002188,-0.004718,2.498957
5735866.605395,620142.65492,-107.972542,-0.00229,-0.005014,2.498618
5735866.496178,620142.736242,-107.970085,-0.002322,-0.005149,2.498227
5735866.387075,620142.817699,-107.967544,-0.002218,-0.005128,2.497868
5735866.277972,620142.899156,-107.964929,-0.002079,-0.00499,2.497486
5735866.168983,620142.980679,-107.962372,-0.001894,-0.004853,2.497115
5735866.059882,620143.062205,-107.959846,-0.001804,-0.004771,2.496733
5735865.950892,620143.143729,-107.957374,-0.00163,-0.004639,2.496373
5735865.841902,620143.225252,-107.954955,-0.001412,-0.004575,2.496005
5735865.732801,620143.306778,-107.952487,-0.001256,-0.004486,2.495647
5735865.623811,620143.388302,-107.949934,-0.001064,-0.004322,2.495306
5735865.51471,620143.469828,-107.947292,-0.000962,-0.004166,2.494951
5735865.405608,620143.551285,-107.944658,-0.00076,-0.003996,2.494613
5735865.296616,620143.632739,-107.942071,-0.000591,-0.003873,2.494255
5735865.187515,620143.714265,-107.939534,-0.000274,-0.003787,2.493935
5735865.078416,620143.79586,-107.936942,0.000102,-0.003674,2.493641
5735864.969428,620143.877453,-107.934253,0.000378,-0.003592,2.4934
5735864.860441,620143.959114,-107.931502,0.000476,-0.003449,2.493194
5735864.751456,620144.040845,-107.928679,0.000394,-0.003339,2.493003
5735864.642584,620144.122641,-107.925689,0.000267,-0.003144,2.492829
5735864.533712,620144.204438,-107.922532,0.000169,-0.002846,2.492681
5735864.424955,620144.28637,-107.919456,0.000229,-0.002585,2.492552
5735864.316199,620144.368372,-107.916622,0.00047,-0.002401,2.492433
5735864.207555,620144.45037,-107.914149,0.000938,-0.002405,2.492325
5735864.09891,620144.532369,-107.911847,0.00145,-0.002484,2.4922
5735863.990156,620144.614439,-107.909559,0.001888,-0.002564,2.492072
5735863.881397,620144.696302,-107.907274,0.002155,-0.002642,2.491912
5735863.772638,620144.778165,-107.904995,0.002372,-0.002737,2.491717
5735863.663764,620144.859893,-107.902778,0.002417,-0.002806,2.491489
5735863.554779,620144.941624,-107.900613,0.002424,-0.002921,2.491238
5735863.445793,620145.023285,-107.898462,0.002305,-0.003018,2.490943
5735863.336806,620145.104947,-107.896306,0.002266,-0.003122,2.490663
5735863.227934,620145.186743,-107.894108,0.002264,-0.003162,2.490409
5735863.119175,620145.268607,-107.891914,0.002331,-0.003215,2.490188
5735863.010418,620145.350539,-107.889701,0.002618,-0.003282,2.489993
5735862.901662,620145.43254,-107.887413,0.00277,-0.003279,2.489838
5735862.793021,620145.514677,-107.885034,0.003102,-0.003259,2.489728
5735862.684491,620145.596811,-107.882541,0.00335,-0.00315,2.489627
5735862.575962,620145.679014,-107.879949,0.003518,-0.002924,2.489575
5735862.467434,620145.761217,-107.877314,0.003605,-0.002667,2.489536
5735862.358905,620145.84342,-107.874737,0.003696,-0.002437,2.489476
5735862.250377,620145.925622,-107.872233,0.003851,-0.002256,2.489423
5735862.141847,620146.007756,-107.869741,0.004116,-0.002037,2.489313
5735862.033317,620146.08989,-107.867207,0.004502,-0.001824,2.489185
5735861.924787,620146.172024,-107.864629,0.004897,-0.001526,2.489049
5735861.816142,620146.254023,-107.862077,0.005108,-0.00126,2.488882
5735861.707496,620146.335953,-107.859576,0.005171,-0.000956,2.48869
5735861.59885,620146.417882,-107.857104,0.005068,-0.000703,2.48851
5735861.490316,620146.499878,-107.854666,0.004758,-0.000426,2.488356
5735861.381672,620146.581877,-107.85216,0.00449,-0.000189,2.488213
5735861.273251,620146.663939,-107.849675,0.00414,7.1E-05,2.488109
5735861.137732,620146.780758,-107.852193,0.003856,0.000268,2.488056
5735861.029318,620146.863096,-107.849742,0.003603,0.000455,2.48798
5735860.921015,620146.945432,-107.847282,0.003418,0.000577,2.487911
5735860.812714,620147.027837,-107.844895,0.003149,0.000585,2.487842
5735860.704413,620147.110242,-107.842495,0.002925,0.000614,2.487753
5735860.59611,620147.192577,-107.840173,0.002551,0.000599,2.487648
5735860.487807,620147.274913,-107.837948,0.002135,0.000536,2.487535
5735860.379392,620147.357182,-107.835845,0.001725,0.000387,2.487388
5735860.271089,620147.439518,-107.83382,0.001479,0.000179,2.487247
5735860.162785,620147.521785,-107.831781,0.001364,-1E-05,2.487107
5735860.05448,620147.604052,-107.8298,0.001427,-0.000232,2.486975
5735859.946178,620147.686387,-107.827859,0.001595,-0.000464,2.486867
5735859.837872,620147.768585,-107.82599,0.00182,-0.000665,2.486751
5735859.729456,620147.850855,-107.824134,0.001958,-0.000874,2.486644
5735859.62115,620147.933052,-107.822351,0.002104,-0.001089,2.486563
5735859.512843,620148.015181,-107.820629,0.002025,-0.001335,2.486472
5735859.404537,620148.097379,-107.818934,0.00191,-0.00162,2.486402
5735859.296229,620148.179508,-107.81727,0.001803,-0.001937,2.486343
5735859.187923,620148.261705,-107.815577,0.001704,-0.002291,2.486285
5735859.079617,620148.343903,-107.813854,0.001815,-0.00258,2.486222
5735858.971313,620148.42617,-107.812097,0.00201,-0.002939,2.486173
5735858.863119,620148.508434,-107.810254,0.002313,-0.003241,2.486148
5735858.754926,620148.590698,-107.808264,0.002535,-0.003406,2.486131
5735858.646735,620148.673031,-107.806153,0.002689,-0.003536,2.486129
5735858.538542,620148.755295,-107.803968,0.002663,-0.003582,2.486131
5735858.43035,620148.837629,-107.801759,0.002686,-0.003667,2.48615
5735858.322159,620148.919962,-107.799465,0.002723,-0.003671,2.486188
5735858.21408,620149.002361,-107.796986,0.002929,-0.003606,2.48622
5735858.105889,620149.084694,-107.794351,0.003177,-0.003459,2.486247
5735857.99781,620149.167094,-107.791645,0.003301,-0.003232,2.486282
5735857.889619,620149.249427,-107.788959,0.003183,-0.002977,2.486284
5735857.781425,620149.331691,-107.786314,0.002778,-0.002758,2.486268
5735857.673232,620149.413955,-107.783736,0.002154,-0.002613,2.486228
5735857.565039,620149.49622,-107.781174,0.001526,-0.002525,2.486161
5735857.456846,620149.578484,-107.778626,0.001033,-0.00248,2.486088
5735857.348653,620149.660748,-107.776048,0.000718,-0.002508,2.486014
5735857.240462,620149.743081,-107.773414,0.000671,-0.002512,2.485935
5735857.13227,620149.825414,-107.770715,0.000837,-0.00252,2.485867
5735857.02419,620149.907745,-107.768059,0.001185,-0.002581,2.485835
5735856.915998,620149.990078,-107.765396,0.001575,-0.002647,2.485808
5735856.807807,620150.072411,-107.762697,0.00197,-0.002646,2.4858
5735856.699501,620150.154609,-107.759962,0.002289,-0.00264,2.485788
5735856.591193,620150.236738,-107.757289,0.002508,-0.002625,2.485769
5735856.482886,620150.318867,-107.754672,0.002611,-0.002671,2.485757
5735856.374576,620150.400927,-107.752072,0.002668,-0.002684,2.485743
5735856.266156,620150.482989,-107.749483,0.002819,-0.002762,2.485738
5735856.157847,620150.565049,-107.746954,0.003092,-0.002823,2.485734
5735856.049426,620150.647111,-107.74457,0.003442,-0.002945,2.485755
5735855.941117,620150.729171,-107.742297,0.003787,-0.003068,2.485766
5735855.832697,620150.811234,-107.740196,0.003939,-0.003368,2.485783
5735855.714991,620150.905187,-107.740035,0.003322,-0.003873,2.4859
5735855.606572,620150.987319,-107.73822,0.001773,-0.00464,2.486047
5735855.498153,620151.06945,-107.736353,0.000114,-0.005429,2.486129
5735855.389962,620151.151783,-107.734363,-0.001259,-0.006123,2.486304
5735855.281888,620151.23439,-107.73223,-0.002194,-0.006712,2.486576
5735855.173927,620151.317063,-107.729919,-0.002904,-0.007177,2.486831
5735855.066078,620151.399733,-107.727404,-0.003434,-0.007444,2.487061
5735854.958119,620151.482475,-107.724757,-0.003715,-0.007629,2.487277
5735854.850155,620151.56501,-107.721964,-0.003681,-0.007645,2.48742
5735854.742074,620151.647341,-107.719017,-0.003135,-0.007344,2.487436
5735854.633881,620151.729605,-107.716029,-0.00218,-0.006968,2.487461
5735854.525462,620151.811737,-107.71311,-0.001556,-0.006655,2.48747
5735854.416926,620151.893595,-107.710171,-0.001115,-0.006338,2.487364
5735854.308275,620151.975318,-107.707209,-0.000924,-0.006003,2.487209
5735854.199509,620152.056905,-107.704337,-0.000863,-0.005743,2.487043
5735854.090632,620152.138495,-107.701549,-0.001019,-0.005652,2.486853
5735853.981754,620152.220016,-107.698794,-0.001302,-0.005438,2.486649
5735853.872877,620152.301606,-107.696146,-0.001329,-0.005365,2.486459
5735853.764226,620152.383329,-107.69356,-0.00106,-0.005367,2.486291
5735853.655469,620152.465262,-107.69074,-0.000759,-0.005307,2.486219
5735853.546939,620152.547396,-107.687331,-0.000815,-0.004937,2.486257
5735853.438409,620152.62953,-107.683435,-0.001048,-0.004513,2.486247
5735853.329881,620152.711734,-107.679456,-0.001213,-0.004202,2.486268
5735853.221691,620152.794136,-107.675739,-0.001198,-0.004035,2.486397
5735853.113503,620152.876607,-107.67226,-0.00147,-0.004045,2.486505
5735853.005316,620152.959148,-107.668875,-0.001985,-0.004136,2.486611
5735852.897015,620153.041553,-107.665576,-0.003038,-0.004228,2.486686
5735852.788827,620153.124024,-107.662366,-0.004354,-0.004263,2.486727
5735852.680634,620153.206288,-107.659568,-0.005377,-0.004407,2.486674
5735852.572331,620153.288624,-107.657198,-0.006238,-0.004803,2.486576
5735852.464142,620153.371027,-107.655076,-0.006828,-0.005223,2.486494
5735852.355726,620153.453296,-107.652908,-0.007467,-0.005594,2.486345
5735852.247309,620153.535497,-107.650715,-0.008099,-0.005958,2.486171
5735852.139005,620153.617764,-107.648467,-0.008661,-0.006139,2.486029
5735852.030589,620153.700033,-107.646137,-0.009374,-0.00622,2.485876
5735851.922174,620153.782303,-107.64372,-0.009918,-0.006184,2.485764
5735851.81376,620153.864642,-107.641316,-0.01035,-0.006206,2.485653
5735851.705457,620153.946978,-107.638903,-0.010464,-0.006158,2.485548
5735851.597157,620154.029383,-107.636496,-0.010128,-0.006127,2.485471
5735851.488741,620154.111652,-107.634062,-0.009667,-0.006112,2.485378
5735851.380327,620154.193991,-107.631552,-0.009011,-0.006089,2.485293
5735851.271797,620154.276125,-107.628856,-0.008288,-0.005954,2.48515
5735851.163045,620154.358265,-107.625853,-0.007557,-0.005802,2.484993
5735851.054289,620154.440267,-107.622566,-0.006868,-0.00552,2.484832
5735850.94553,620154.52213,-107.619191,-0.006529,-0.005202,2.48464
5735850.836773,620154.604063,-107.6158,-0.006505,-0.004822,2.484488
5735850.728016,620154.685996,-107.612447,-0.006837,-0.004494,2.484362
5735850.619373,620154.768064,-107.609242,-0.007207,-0.004266,2.484279
5735850.510846,620154.850336,-107.606067,-0.007443,-0.004103,2.48421
5735850.402434,620154.932744,-107.602884,-0.007366,-0.003943,2.484154
5735850.734795,620155.254237,-107.81966,-0.007246,-0.003699,2.484048
5735850.626948,620155.337045,-107.816525,-0.007088,-0.003389,2.483983
5735850.519213,620155.419851,-107.813456,-0.00725,-0.003101,2.483885
5735850.411367,620155.50266,-107.810666,-0.007627,-0.002902,2.483754
5735850.303521,620155.585468,-107.808017,-0.008242,-0.002761,2.483598
5735850.195787,620155.668343,-107.805396,-0.008903,-0.002565,2.483421
5735850.08794,620155.751083,-107.802771,-0.009476,-0.002321,2.483213
